shape_id,shape_pt_lon,shape_pt_lat,shape_pt_sequence
27,-73.869050,40.567730,45
27,-73.869400,40.567560,46
27,-73.869860,40.567420,47
27,-73.871490,40.566870,48
27,-73.871860,40.566740,49
27,-73.872250,40.566600,50
27,-73.872810,40.566400,51
27,-73.873000,40.566360,52
27,-73.873110,40.566300,53
27,-73.873140,40.566190,54
27,-73.873115,40.566164,55
27,-73.873140,40.566190,56
27,-73.873050,40.566100,57
27,-73.872890,40.566080,58
27,-73.869750,40.567150,59
27,-73.868350,40.567620,60
27,-73.867790,40.567840,61
27,-73.867120,40.568100,62
27,-73.865330,40.568800,63
27,-73.864070,40.569310,64
27,-73.863280,40.569630,65
27,-73.862490,40.569950,66
27,-73.862380,40.569990,67
27,-73.861600,40.570330,68
27,-73.860800,40.570650,69
27,-73.860010,40.570980,70
27,-73.859210,40.571300,71
27,-73.858420,40.571630,72
27,-73.858320,40.571670,73
27,-73.857530,40.572000,74
27,-73.856730,40.572320,75
27,-73.855940,40.572660,76
27,-73.855140,40.572980,77
27,-73.854350,40.573300,78
27,-73.853560,40.573640,79
27,-73.852740,40.573960,80
27,-73.851960,40.574290,81
27,-73.851170,40.574610,82
27,-73.850360,40.574940,83
27,-73.849580,40.575260,84
27,-73.848790,40.575580,85
27,-73.847980,40.575920,86
27,-73.847140,40.576270,87
27,-73.846310,40.576600,88
27,-73.846210,40.576650,89
27,-73.845510,40.576980,90
27,-73.844700,40.577310,91
27,-73.843880,40.577590,92
27,-73.843060,40.577880,93
27,-73.842220,40.578140,94
27,-73.841390,40.578410,95
27,-73.840570,40.578690,96
27,-73.839750,40.578960,97
27,-73.838930,40.579240,98
27,-73.838100,40.579510,99
27,-73.837280,40.579790,100
27,-73.837130,40.579840,101
27,-73.836720,40.579960,102
27,-73.836280,40.580100,103
27,-73.835430,40.580320,104
27,-73.834580,40.580550,105
27,-73.833730,40.580790,106
27,-73.832950,40.581010,107
27,-73.832880,40.581030,108
27,-73.832780,40.581050,109
27,-73.832450,40.581130,110
27,-73.832030,40.581250,111
27,-73.831930,40.581280,112
27,-73.830880,40.581570,113
27,-73.830770,40.581600,114
27,-73.830110,40.581791,115
27,-73.829910,40.581850,116
27,-73.830230,40.582590,117
27,-73.830680,40.583470,118
27,-73.830950,40.583980,119
27,-73.831180,40.583930,120
27,-73.831730,40.583784,121
37,-73.831450,40.583856,1
37,-73.833440,40.583330,2
37,-73.834590,40.582960,3
37,-73.834210,40.582400,4
37,-73.833980,40.582140,5
37,-73.833790,40.582010,6
37,-73.833430,40.581880,7
37,-73.833240,40.581870,8
37,-73.832940,40.581890,9
37,-73.831530,40.582210,10
37,-73.830230,40.582590,11
37,-73.829910,40.581850,12
37,-73.829590,40.581950,13
37,-73.829160,40.582080,14
37,-73.827660,40.582550,15
37,-73.826070,40.583010,16
37,-73.823070,40.583900,17
37,-73.822580,40.583150,18
37,-73.821720,40.583570,19
37,-73.821100,40.583860,20
37,-73.820340,40.584220,21
37,-73.819570,40.584590,22
37,-73.818800,40.584950,23
37,-73.818050,40.585310,24
37,-73.817280,40.585660,25
37,-73.817170,40.585710,26
37,-73.816700,40.585930,27
37,-73.816560,40.586000,28
37,-73.815440,40.586460,29
37,-73.814650,40.586780,30
37,-73.813850,40.587120,31
37,-73.813050,40.587350,32
37,-73.812450,40.587410,33
37,-73.812160,40.587440,34
37,-73.811888,40.587472,35
37,-73.811240,40.587550,36
37,-73.811100,40.587600,37
37,-73.810630,40.587670,38
37,-73.809860,40.587740,39
37,-73.807450,40.588000,40
37,-73.807280,40.587990,41
37,-73.806350,40.588080,42
37,-73.805140,40.588210,43
37,-73.804310,40.588300,44
37,-73.803890,40.588400,45
37,-73.803540,40.588450,46
37,-73.802800,40.588650,47
37,-73.802000,40.588870,48
37,-73.801120,40.589090,49
37,-73.800960,40.589130,50
37,-73.800180,40.589400,51
37,-73.799340,40.589690,52
37,-73.798440,40.589990,53
37,-73.797860,40.590180,54
37,-73.796870,40.590480,55
37,-73.795910,40.590750,56
37,-73.795120,40.590950,57
37,-73.794030,40.591240,58
37,-73.793170,40.591460,59
37,-73.792250,40.591700,60
37,-73.791510,40.591880,61
37,-73.791380,40.591890,62
37,-73.791470,40.593130,63
37,-73.791220,40.593190,64
37,-73.791020,40.593270,65
37,-73.789130,40.594040,66
37,-73.788080,40.594470,67
37,-73.787230,40.594810,68
37,-73.787080,40.594850,69
37,-73.786940,40.594880,70
37,-73.786260,40.594940,71
37,-73.785730,40.594980,72
37,-73.785510,40.595000,73
37,-73.784550,40.595070,74
37,-73.784130,40.595100,75
37,-73.783610,40.595140,76
37,-73.782700,40.595200,77
37,-73.781840,40.595260,78
37,-73.780920,40.595320,79
37,-73.780463,40.595347,80
37,-73.779940,40.595380,81
37,-73.779030,40.595450,82
37,-73.778220,40.595500,83
37,-73.777390,40.595550,84
37,-73.776550,40.595610,85
37,-73.775720,40.595670,86
37,-73.774770,40.595730,87
37,-73.774590,40.595730,88
37,-73.773870,40.595760,89
37,-73.772820,40.595770,90
37,-73.772310,40.595790,91
37,-73.771500,40.595910,92
37,-73.770650,40.596000,93
37,-73.770920,40.597360,94
37,-73.770000,40.597470,95
37,-73.769000,40.597570,96
37,-73.768730,40.596210,97
37,-73.769210,40.596158,98
38,-73.831451,40.583857,1
38,-73.833440,40.583330,2
38,-73.834590,40.582960,3
38,-73.835530,40.582660,4
38,-73.836120,40.582480,5
38,-73.836370,40.582400,6
38,-73.836740,40.582280,7
38,-73.837420,40.582060,8
38,-73.837456,40.582048,9
38,-73.837900,40.581910,10
38,-73.838140,40.581850,11
38,-73.838400,40.581770,12
38,-73.837280,40.579790,13
38,-73.838100,40.579510,14
38,-73.838930,40.579240,15
38,-73.839750,40.578960,16
38,-73.840570,40.578690,17
38,-73.841390,40.578410,18
38,-73.842220,40.578140,19
38,-73.843060,40.577880,20
38,-73.843880,40.577590,21
38,-73.844700,40.577310,22
38,-73.845510,40.576980,23
38,-73.845998,40.576817,24
38,-73.846380,40.576690,25
38,-73.847190,40.576350,26
38,-73.848020,40.576010,27
38,-73.848850,40.575670,28
38,-73.849640,40.575350,29
38,-73.850410,40.575020,30
38,-73.851230,40.574700,31
38,-73.852030,40.574370,32
38,-73.852800,40.574050,33
38,-73.853610,40.573720,34
38,-73.854400,40.573400,35
38,-73.855190,40.573070,36
38,-73.855980,40.572740,37
38,-73.856780,40.572420,38
38,-73.857590,40.572100,39
38,-73.858380,40.571780,40
38,-73.858480,40.571740,41
38,-73.858533,40.571718,42
38,-73.859280,40.571410,43
38,-73.860070,40.571080,44
38,-73.860860,40.570750,45
38,-73.861660,40.570430,46
38,-73.862450,40.570110,47
38,-73.862560,40.570070,48
38,-73.863340,40.569740,49
38,-73.864130,40.569410,50
38,-73.864700,40.569220,51
38,-73.865100,40.569110,52
38,-73.865510,40.569040,53
38,-73.865820,40.569010,54
38,-73.866120,40.569020,55
38,-73.866550,40.569100,56
38,-73.866940,40.569210,57
38,-73.867110,40.569300,58
38,-73.867310,40.569320,59
38,-73.867470,40.569310,60
38,-73.867720,40.569250,61
38,-73.867950,40.569120,62
38,-73.868020,40.569060,63
38,-73.868120,40.568930,64
38,-73.868150,40.568830,65
38,-73.868160,40.568740,66
38,-73.868270,40.568520,67
38,-73.868590,40.568100,68
38,-73.868760,40.567930,69
38,-73.869050,40.567730,70
38,-73.869110,40.567700,71
38,-73.869400,40.567560,72
38,-73.869860,40.567420,73
38,-73.871490,40.566870,74
38,-73.871860,40.566740,75
38,-73.872250,40.566600,76
38,-73.872810,40.566400,77
38,-73.873000,40.566360,78
38,-73.873058,40.566328,79
38,-73.873110,40.566300,80
38,-73.873140,40.566190,81
38,-73.873050,40.566100,82
38,-73.872890,40.566080,83
38,-73.872670,40.566150,84
38,-73.872467,40.566220,85
38,-73.871720,40.566470,86
38,-73.871400,40.566580,87
38,-73.869750,40.567150,88
38,-73.868350,40.567620,89
38,-73.867790,40.567840,90
38,-73.867120,40.568100,91
38,-73.866880,40.568180,92
38,-73.866720,40.568300,93
38,-73.866630,40.568390,94
38,-73.866570,40.568560,95
38,-73.866570,40.568740,96
38,-73.866590,40.568840,97
38,-73.866720,40.569040,98
38,-73.866830,40.569130,99
38,-73.866940,40.569210,100
38,-73.867110,40.569300,101
38,-73.867340,40.569450,102
38,-73.867510,40.569600,103
38,-73.867770,40.569920,104
38,-73.867880,40.570070,105
38,-73.868180,40.570480,106
38,-73.868530,40.570860,107
38,-73.868720,40.571030,108
38,-73.868970,40.571180,109
38,-73.869310,40.571350,110
38,-73.869640,40.571450,111
38,-73.869940,40.571500,112
38,-73.870420,40.571520,113
38,-73.870660,40.571520,114
38,-73.871010,40.571480,115
38,-73.871290,40.571410,116
38,-73.872260,40.570990,117
38,-73.874860,40.569740,118
38,-73.876690,40.568850,119
38,-73.877370,40.568670,120
38,-73.877620,40.568613,121
38,-73.877900,40.568550,122
38,-73.878450,40.568480,123
38,-73.879690,40.568380,124
38,-73.879890,40.568340,125
38,-73.880200,40.568250,126
38,-73.881170,40.567850,127
38,-73.881290,40.567810,128
38,-73.881470,40.567750,129
38,-73.881720,40.567690,130
38,-73.882010,40.567640,131
38,-73.882390,40.567610,132
38,-73.882790,40.567550,133
38,-73.882700,40.567440,134
38,-73.882492,40.567076,135
39,-73.768918,40.596190,1
39,-73.769750,40.596100,2
39,-73.770650,40.596000,3
39,-73.771500,40.595910,4
39,-73.772310,40.595790,5
39,-73.772820,40.595770,6
39,-73.773870,40.595760,7
39,-73.774590,40.595730,8
39,-73.774770,40.595730,9
39,-73.775720,40.595670,10
39,-73.776550,40.595610,11
39,-73.777390,40.595550,12
39,-73.778220,40.595500,13
39,-73.779030,40.595450,14
39,-73.779940,40.595380,15
39,-73.780920,40.595320,16
39,-73.781117,40.595307,17
39,-73.781840,40.595260,18
39,-73.782700,40.595200,19
39,-73.783610,40.595140,20
39,-73.784130,40.595100,21
39,-73.784550,40.595070,22
39,-73.785510,40.595000,23
39,-73.785730,40.594980,24
39,-73.786260,40.594940,25
39,-73.786940,40.594880,26
39,-73.787080,40.594850,27
39,-73.787230,40.594810,28
39,-73.788080,40.594470,29
39,-73.789130,40.594040,30
39,-73.789040,40.592980,31
39,-73.788940,40.592150,32
39,-73.789650,40.592080,33
39,-73.790530,40.591890,34
39,-73.791380,40.591890,35
39,-73.791680,40.591850,36
39,-73.794290,40.591170,37
39,-73.795120,40.590950,38
39,-73.795910,40.590750,39
39,-73.797860,40.590180,40
39,-73.798440,40.589990,41
39,-73.799340,40.589690,42
39,-73.800180,40.589400,43
39,-73.800960,40.589130,44
39,-73.801120,40.589090,45
39,-73.802000,40.588870,46
39,-73.802800,40.588650,47
39,-73.803540,40.588450,48
39,-73.803890,40.588400,49
39,-73.804310,40.588300,50
39,-73.805140,40.588210,51
39,-73.806350,40.588080,52
39,-73.807280,40.587990,53
39,-73.807450,40.588000,54
39,-73.809860,40.587740,55
39,-73.810630,40.587670,56
39,-73.811100,40.587600,57
39,-73.811240,40.587550,58
39,-73.812160,40.587440,59
39,-73.812450,40.587410,60
39,-73.813050,40.587350,61
39,-73.813850,40.587120,62
39,-73.814650,40.586780,63
39,-73.815440,40.586460,64
39,-73.816560,40.586000,65
39,-73.816700,40.585930,66
39,-73.817170,40.585710,67
39,-73.817280,40.585660,68
39,-73.818050,40.585310,69
39,-73.818800,40.584950,70
39,-73.819570,40.584590,71
39,-73.820340,40.584220,72
39,-73.821100,40.583860,73
39,-73.821720,40.583570,74
39,-73.822580,40.583150,75
39,-73.823070,40.583900,76
39,-73.826070,40.583010,77
39,-73.827660,40.582550,78
39,-73.829160,40.582080,79
39,-73.829590,40.581950,80
39,-73.830060,40.582420,81
39,-73.830230,40.582590,82
39,-73.830680,40.583470,83
39,-73.830700,40.583500,84
39,-73.830910,40.583900,85
39,-73.830950,40.583980,86
39,-73.831180,40.583930,87
39,-73.831730,40.583784,88
70,-73.831451,40.583858,1
70,-73.833440,40.583330,2
70,-73.834590,40.582960,3
70,-73.835348,40.582718,4
70,-73.835530,40.582660,5
70,-73.836120,40.582480,6
70,-73.836370,40.582400,7
70,-73.836740,40.582280,8
70,-73.837420,40.582060,9
70,-73.837900,40.581910,10
70,-73.838140,40.581850,11
70,-73.838400,40.581770,12
70,-73.838240,40.581450,13
70,-73.837280,40.579790,14
70,-73.838100,40.579510,15
70,-73.838930,40.579240,16
70,-73.839750,40.578960,17
70,-73.840570,40.578690,18
70,-73.841390,40.578410,19
70,-73.842220,40.578140,20
70,-73.843060,40.577880,21
70,-73.843880,40.577590,22
70,-73.844700,40.577310,23
70,-73.845510,40.576980,24
70,-73.845998,40.576817,25
70,-73.846380,40.576690,26
70,-73.847190,40.576350,27
70,-73.848020,40.576010,28
70,-73.848850,40.575670,29
70,-73.849640,40.575350,30
70,-73.850410,40.575020,31
70,-73.851230,40.574700,32
70,-73.852030,40.574370,33
70,-73.852800,40.574050,34
70,-73.853610,40.573720,35
70,-73.854400,40.573400,36
70,-73.855190,40.573070,37
70,-73.855980,40.572740,38
70,-73.856780,40.572420,39
70,-73.857590,40.572100,40
70,-73.858380,40.571780,41
70,-73.858480,40.571740,42
70,-73.858533,40.571718,43
70,-73.859280,40.571410,44
70,-73.860070,40.571080,45
70,-73.860860,40.570750,46
70,-73.861660,40.570430,47
70,-73.862450,40.570110,48
70,-73.862560,40.570070,49
70,-73.863340,40.569740,50
70,-73.864130,40.569410,51
70,-73.864700,40.569220,52
70,-73.865100,40.569110,53
70,-73.865510,40.569040,54
70,-73.865820,40.569010,55
70,-73.866120,40.569020,56
70,-73.866550,40.569100,57
70,-73.866940,40.569210,58
70,-73.867110,40.569300,59
70,-73.867310,40.569320,60
70,-73.867470,40.569310,61
70,-73.867720,40.569250,62
70,-73.867950,40.569120,63
70,-73.868020,40.569060,64
70,-73.868120,40.568930,65
70,-73.868150,40.568830,66
70,-73.868160,40.568740,67
70,-73.868270,40.568520,68
70,-73.868590,40.568100,69
70,-73.868760,40.567930,70
70,-73.869050,40.567730,71
70,-73.869400,40.567560,72
70,-73.869616,40.567494,73
70,-73.869860,40.567420,74
70,-73.871490,40.566870,75
70,-73.871860,40.566740,76
70,-73.872250,40.566600,77
70,-73.872810,40.566400,78
70,-73.873000,40.566360,79
70,-73.873110,40.566300,80
70,-73.873140,40.566190,81
70,-73.873050,40.566100,82
70,-73.873002,40.566093,83
70,-73.872890,40.566080,84
70,-73.872670,40.566150,85
70,-73.872275,40.566286,86
71,-74.004081,40.760280,1
71,-74.006614,40.761325,2
71,-74.013682,40.751274,3
71,-74.023928,40.715407,4
71,-74.017764,40.715029,5
71,-74.023928,40.715407,6
71,-74.029011,40.694722,7
71,-74.039373,40.676079,8
71,-74.060557,40.651995,9
71,-74.072702,40.647006,10
71,-74.074166,40.646111,11
75,-74.016797,40.686615,1
75,-74.014618,40.686786,2
75,-74.011826,40.687490,3
75,-74.009787,40.689734,4
75,-74.004246,40.700030,5
75,-74.004409,40.701546,6
75,-74.006719,40.703657,7
76,-74.006696,40.703625,1
76,-74.004390,40.701555,2
76,-74.004189,40.700210,3
76,-74.009655,40.689730,4
76,-74.011849,40.687487,5
76,-74.014558,40.686782,6
76,-74.016844,40.686613,7
103,-74.006699,40.703617,1
103,-74.005285,40.702372,2
103,-74.002447,40.703235,3
103,-73.990802,40.707403,4
103,-73.980709,40.708100,5
103,-73.975421,40.710173,6
103,-73.972994,40.712371,7
103,-73.969706,40.721668,8
103,-73.970108,40.731805,9
103,-73.972894,40.731979,10
103,-73.970108,40.731805,11
103,-73.967506,40.743216,12
103,-73.970729,40.743914,13
103,-73.967506,40.743216,14
103,-73.955753,40.758158,15
103,-73.938432,40.777624,16
103,-73.942173,40.777475,17
103,-73.938432,40.777624,18
103,-73.926757,40.779768,19
103,-73.911076,40.792827,20
103,-73.900564,40.797578,21
103,-73.890698,40.800382,22
103,-73.884072,40.799567,23
103,-73.872589,40.797684,24
103,-73.855276,40.801039,25
103,-73.849460,40.803835,26
103,-73.848110,40.804485,27
104,-73.848110,40.804481,1
104,-73.849483,40.803831,2
104,-73.855381,40.801045,3
104,-73.872617,40.797666,4
104,-73.883998,40.799537,5
104,-73.890729,40.800404,6
104,-73.899275,40.798626,7
104,-73.905405,40.796455,8
104,-73.911226,40.792781,9
104,-73.926762,40.779768,10
104,-73.938432,40.777626,11
104,-73.942174,40.777475,12
104,-73.938432,40.777626,13
104,-73.955623,40.758328,14
104,-73.967511,40.743216,15
104,-73.970737,40.743915,16
104,-73.967511,40.743216,17
104,-73.970112,40.731805,18
104,-73.972898,40.731979,19
104,-73.970112,40.731805,20
104,-73.969835,40.721493,21
104,-73.972956,40.712357,22
104,-73.975480,40.710142,23
104,-73.983470,40.708256,24
104,-73.990872,40.707389,25
104,-74.002427,40.703230,26
104,-74.005283,40.702371,27
104,-74.006731,40.703644,28
105,-74.038120,40.639805,1
105,-74.038195,40.641679,2
105,-74.032919,40.649032,3
105,-74.026388,40.646275,4
105,-74.032919,40.649032,5
105,-74.024123,40.660096,6
105,-74.021409,40.678470,7
105,-74.014561,40.685517,8
105,-74.011326,40.682798,9
105,-74.013353,40.680957,10
105,-74.011327,40.682798,11
105,-74.014561,40.685517,12
105,-74.005352,40.693260,13
105,-74.002032,40.692314,14
105,-74.005353,40.693259,15
105,-74.004620,40.698066,16
105,-74.002681,40.702400,17
105,-74.006046,40.703052,18
105,-74.002681,40.702400,19
105,-73.996104,40.704273,20
105,-73.995752,40.703539,21
105,-73.996103,40.704272,22
105,-73.979059,40.709068,23
105,-73.979242,40.710196,24
106,-73.979244,40.710197,1
106,-73.979063,40.709070,2
106,-73.996118,40.704275,3
106,-73.995753,40.703539,4
106,-73.996117,40.704275,5
106,-74.003487,40.703409,6
106,-74.006048,40.703052,7
106,-74.003485,40.703409,8
106,-74.004175,40.700191,9
106,-74.005367,40.693261,10
106,-74.002045,40.692315,11
106,-74.005368,40.693260,12
106,-74.014569,40.685517,13
106,-74.011333,40.682802,14
106,-74.013354,40.680957,15
106,-74.011334,40.682802,16
106,-74.014569,40.685517,17
106,-74.021409,40.678470,18
106,-74.024081,40.660129,19
106,-74.032927,40.649032,20
106,-74.026401,40.646276,21
106,-74.032927,40.649032,22
106,-74.038197,40.641678,23
106,-74.038122,40.639800,24
107,-74.006676,40.703634,1
107,-74.005286,40.702372,2
107,-73.990877,40.707368,3
107,-73.976904,40.707041,4
107,-73.973591,40.701915,5
107,-73.976904,40.707041,6
107,-73.974319,40.709492,7
107,-73.973067,40.712362,8
107,-73.969763,40.721600,9
107,-73.967257,40.742709,10
107,-73.970734,40.743915,11
107,-73.967257,40.742709,12
107,-73.959166,40.749586,13
107,-73.957710,40.748420,14
107,-73.959166,40.749586,15
107,-73.951290,40.756382,16
107,-73.952462,40.756811,17
107,-73.951290,40.756382,18
107,-73.938075,40.770839,19
107,-73.935691,40.771726,20
107,-73.938075,40.770839,21
107,-73.940878,40.776980,22
107,-73.942400,40.777565,23
108,-73.942396,40.777564,1
108,-73.941027,40.777035,2
108,-73.938355,40.771453,3
108,-73.935681,40.771723,4
108,-73.938355,40.771453,5
108,-73.951293,40.756374,6
108,-73.952458,40.756812,7
108,-73.951293,40.756374,8
108,-73.959166,40.749586,9
108,-73.957710,40.748420,10
108,-73.959166,40.749586,11
108,-73.967208,40.743142,12
108,-73.970734,40.743914,13
108,-73.967209,40.743142,14
108,-73.969704,40.721734,15
108,-73.973040,40.712399,16
108,-73.974283,40.709620,17
108,-73.976548,40.707101,18
108,-73.973591,40.701916,19
108,-73.976548,40.707101,20
108,-73.990796,40.707436,21
108,-74.005286,40.702372,22
108,-74.006701,40.703665,23
112,-73.971805,40.743556,1
112,-73.971606,40.743850,2
112,-73.971536,40.743960,3
112,-73.971416,40.744060,4
112,-73.971147,40.744345,5
112,-73.971046,40.744450,6
112,-73.970996,40.744500,7
112,-73.971356,40.744560,8
112,-73.971916,40.744790,9
112,-73.972256,40.744940,10
112,-73.972576,40.745070,11
112,-73.973026,40.744450,12
112,-73.973206,40.744190,13
112,-73.973506,40.743780,14
112,-73.974466,40.744180,15
112,-73.975226,40.744510,16
112,-73.975896,40.744790,17
112,-73.977356,40.745400,18
112,-73.978106,40.745730,19
112,-73.978966,40.746090,20
112,-73.979236,40.746200,21
112,-73.979716,40.746400,22
112,-73.980106,40.746560,23
112,-73.980926,40.746900,24
112,-73.981131,40.746989,25
112,-73.981246,40.747040,26
112,-73.981336,40.747080,27
112,-73.981426,40.747110,28
112,-73.982126,40.747410,29
112,-73.982356,40.747510,30
112,-73.982956,40.747770,31
112,-73.982466,40.748430,32
112,-73.982016,40.749050,33
112,-73.981566,40.749670,34
112,-73.981460,40.749817,35
112,-73.981116,40.750280,36
112,-73.980666,40.750910,37
112,-73.980216,40.751520,38
112,-73.979766,40.752140,39
112,-73.979266,40.752830,40
112,-73.978776,40.753480,41
112,-73.978326,40.754100,42
112,-73.977866,40.754730,43
