route_id,service_id,trip_id,trip_headsign,trip_short_name,direction_id,block_id,shape_id
"ER",1,1454,"Hunters Point South",1417,1,14,17
"RWS",1,1455,"Rockaway",20115,0,201,27
"RWS",1,1456,"Rockaway",20117,0,201,27
"RWS",1,1457,"Rockaway",20119,0,201,27
"RWS",1,1458,"Rockaway",20121,0,201,27
"RWS",1,1459,"Rockaway",20123,0,201,27
"RWS",1,1460,"Rockaway",20125,0,201,27
"RWS",1,1461,"Rockaway",20127,0,201,27
"RWS",1,1462,"Rockaway",20129,0,201,27
"RWS",1,1463,"Rockaway",20131,0,201,27
"RWS",1,1465,"Rockaway West",20116,1,201,38
"RWS",1,1466,"Rockaway West",20118,1,201,38
"RWS",1,1467,"Rockaway West",20120,1,201,38
"RWS",1,1468,"Rockaway West",20122,1,201,38
"RWS",1,1469,"Rockaway West",20124,1,201,38
"RWS",1,1470,"Rockaway West",20126,1,201,38
"RWS",1,1471,"Rockaway West",20128,1,201,38
"RWS",1,1472,"Rockaway West",20130,1,201,38
"RWS",1,1473,"Rockaway West",20132,1,201,38
"ER",1,1475,"Hunters Point South",1219,1,12,17
"ER",1,1476,"Wall St./Pier 11",1306,0,13,18
"ER",1,1478,"Wall St./Pier 11",1406,0,14,18
"ER",1,1480,"Wall St./Pier 11",1208,0,12,18
"ER",1,1481,"Wall St./Pier 11",1308,0,13,18
"AS",1,1601,"Wall St./Pier 11",4211,0,42,108
"RES",1,1638,"Rockaway",10103,0,101,39
"ER",1,1666,"Wall St./Pier 11",1408,0,14,18
"ER",1,1667,"Wall St./Pier 11",1210,0,12,18
"ER",1,1668,"Wall St./Pier 11",1310,0,13,18
"ER",1,1669,"Wall St./Pier 11",1410,0,14,18
"ER",1,1670,"Wall St./Pier 11",1212,0,12,18
"ER",1,1671,"Wall St./Pier 11",1312,0,13,18
"ER",1,1672,"Wall St./Pier 11",1412,0,14,18
"ER",1,1673,"Wall St./Pier 11",1214,0,12,18
"ER",1,1674,"Wall St./Pier 11",1107,0,11,18
"ER",1,1675,"Wall St./Pier 11",1314,0,13,18
"ER",1,1727,"Wall St./Pier 11",1414,0,14,18
"ER",1,1728,"Wall St./Pier 11",1216,0,12,18
"ER",1,1729,"Wall St./Pier 11",1109,0,11,18
"ER",1,1730,"Wall St./Pier 11",1316,0,13,18
"ER",1,1731,"Wall St./Pier 11",1416,0,14,18
"ER",1,1732,"Wall St./Pier 11",1218,0,12,18
"ER",1,1733,"Wall St./Pier 11",1318,0,13,18
"RWS",2,1748,"Rockaway",20111,0,201,4
"RWS",2,1819,"Rockaway West",20112,1,201,70
"AS",1,1873,"East 90th St",4210,1,42,107
"RES",2,2201,"Rockaway",10111,0,101,39
"RES",2,2211,"Rockaway East",10112,1,101,37
"RES",1,2213,"Rockaway",10101,0,101,39
"RES",1,2239,"Rockaway East",10102,1,101,37
"RWS",1,2262,"Rockaway",20101,0,201,27
"RWS",1,2288,"Rockaway West",20102,1,201,38
